package,in_degree_centrality,out_degree_centrality,betweenness,pagerank,in_degree_centrality_norm,betweenness_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
langchain-google-genai,0.00022594,0.00881157,0.00000000,0.00012634,0.00045851,0.00000000,0.00002211,0.00012347,0.20853458,0.10436227,1527
nvidia-cublas-cu11,0.00045188,0.00000000,0.00000000,0.00033563,0.00091701,0.00000000,0.00229932,0.00114898,0.20694017,0.10435392,1528
ollama,0.00022594,0.00271125,0.00000000,0.00012795,0.00045851,0.00000000,0.00003964,0.00013048,0.20846007,0.10433041,1529
grpcio-gcp,0.00022594,0.00045188,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.20844458,0.10431190,1530
adagio,0.00045188,0.00158156,0.00000000,0.00013986,0.00091701,0.00000000,0.00016920,0.00029693,0.20814059,0.10429870,1531
fuzzywuzzy,0.00022594,0.00000000,0.00000000,0.00013091,0.00045851,0.00000000,0.00007185,0.00014337,0.20833092,0.10427574,1532
tree-sitter-bash,0.00022594,0.00000000,0.00000000,0.00012546,0.00045851,0.00000000,0.00001250,0.00011962,0.20835696,0.10427050,1533
dvc-studio-client,0.00045188,0.00180750,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.20815498,0.10426058,1534
json-rpc,0.00022594,0.00000000,0.00000000,0.00012766,0.00045851,0.00000000,0.00003644,0.00012920,0.20824184,0.10422031,1535
feedparser,0.00022594,0.00022594,0.00000000,0.00012822,0.00045851,0.00000000,0.00004258,0.00013166,0.20814561,0.10417408,1536
geopy,0.00022594,0.00022594,0.00000000,0.00012499,0.00045851,0.00000000,0.00000747,0.00011761,0.20816266,0.10417180,1537
aiomysql,0.00022594,0.00022594,0.00000000,0.00012511,0.00045851,0.00000000,0.00000871,0.00011811,0.20811896,0.10415034,1538
jaraco-text,0.00045188,0.00293719,0.00000000,0.00013845,0.00091701,0.00000000,0.00015385,0.00029079,0.20783100,0.10413919,1539
azure-mgmt-msi,0.00022594,0.00225938,0.00000000,0.00012503,0.00045851,0.00000000,0.00000782,0.00011775,0.20782148,0.10400132,1540
shap,0.00022594,0.00338906,0.00000000,0.00012577,0.00045851,0.00000000,0.00001597,0.00012101,0.20774443,0.10396530,1541
types-markupsafe,0.00045188,0.00000000,0.00000000,0.00027884,0.00091701,0.00000000,0.00168139,0.00090181,0.20651811,0.10395276,1542
kfp,0.00022594,0.00768188,0.00000000,0.00012616,0.00045851,0.00000000,0.00002017,0.00012269,0.20763932,0.10391404,1543
claude-agent-sdk,0.00022594,0.00700407,0.00000000,0.00012534,0.00045851,0.00000000,0.00001127,0.00011913,0.20728149,0.10373239,1544
amazon-ion,0.00022594,0.00000000,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.20717113,0.10371796,1545
dvc-render,0.00045188,0.00000000,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.20706867,0.10371742,1546
apache-airflow-providers-ssh,0.00022594,0.02982377,0.00000000,0.00012510,0.00045851,0.00000000,0.00000864,0.00011808,0.20724614,0.10371391,1547
nvidia-cufile-cu12,0.00022594,0.00000000,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.20722348,0.10370322,1548
python-on-whales,0.00022594,0.00112969,0.00000000,0.00012525,0.00045851,0.00000000,0.00001026,0.00011873,0.20716759,0.10367513,1549
pyu2f,0.00067781,0.00000000,0.00000000,0.00024549,0.00137552,0.00000000,0.00131858,0.00087131,0.20597747,0.10365897,1550
pytest-benchmark,0.00022594,0.00203344,0.00000000,0.00012558,0.00045851,0.00000000,0.00001385,0.00012017,0.20706619,0.10362553,1551
cuda-tile,0.00045188,0.00000000,0.00000000,0.00013027,0.00091701,0.00000000,0.00006493,0.00025522,0.20683540,0.10361402,1552
dvc-task,0.00045188,0.00451875,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.20685961,0.10361289,1553
dvc-http,0.00045188,0.00293719,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.20677099,0.10356858,1554
adlfs,0.00022594,0.00384094,0.00000000,0.00012489,0.00045851,0.00000000,0.00000639,0.00011718,0.20691938,0.10354983,1555
sanic-routing,0.00045188,0.00000000,0.00000000,0.00014267,0.00091701,0.00000000,0.00019978,0.00030917,0.20654848,0.10351206,1556
python-barcode,0.00045188,0.00000000,0.00000000,0.00012945,0.00091701,0.00000000,0.00005598,0.00025164,0.20662553,0.10350634,1557
fastapi-users,0.00045188,0.00519657,0.00000000,0.00013214,0.00091701,0.00000000,0.00008528,0.00026336,0.20658496,0.10349507,1558
anki,0.00045188,0.00000000,0.00000000,0.00013062,0.00091701,0.00000000,0.00006864,0.00025671,0.20655131,0.10347312,1559
anysqlite,0.00045188,0.00090375,0.00000000,0.00013413,0.00091701,0.00000000,0.00010690,0.00027201,0.20651884,0.10346866,1560
gradio,0.00022594,0.01084501,0.00000000,0.00012529,0.00045851,0.00000000,0.00001065,0.00011888,0.20675004,0.10346647,1561
gto,0.00045188,0.01039313,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.20644396,0.10340507,1562
databricks-cli,0.00022594,0.00248531,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.20647230,0.10335380,1563
arviz-stats,0.00067781,0.00045188,0.00000000,0.00014558,0.00137552,0.00000000,0.00023149,0.00043648,0.20599760,0.10333455,1564
keystoneauth1,0.00045188,0.00248531,0.00000000,0.00013105,0.00091701,0.00000000,0.00007336,0.00025860,0.20617025,0.10328404,1565
ldap3,0.00022594,0.00022594,0.00000000,0.00012666,0.00045851,0.00000000,0.00002555,0.00012485,0.20633201,0.10326204,1566
oslo-utils,0.00045188,0.00248531,0.00000000,0.00013105,0.00091701,0.00000000,0.00007336,0.00025860,0.20602722,0.10321253,1567
instructor,0.00022594,0.00926344,0.00000000,0.00012543,0.00045851,0.00000000,0.00001223,0.00011952,0.20616343,0.10317365,1568
py-ubjson,0.00045188,0.00000000,0.00000000,0.00013660,0.00091701,0.00000000,0.00013380,0.00028277,0.20584040,0.10313772,1569
mypy-boto3-sqs,0.00022594,0.00022594,0.00000000,0.00012555,0.00045851,0.00000000,0.00001353,0.00012004,0.20590872,0.10304669,1570
prometheus-fastapi-instrumentator,0.00022594,0.00135563,0.00000000,0.00012496,0.00045851,0.00000000,0.00000714,0.00011748,0.20562875,0.10290475,1571
pathlib-mate,0.00045188,0.00000000,0.00000000,0.00013904,0.00091701,0.00000000,0.00016029,0.00029337,0.20508040,0.10276587,1572
mkdocs-material-extensions,0.00022594,0.00000000,0.00000000,0.00012783,0.00045851,0.00000000,0.00003832,0.00012996,0.20532959,0.10276476,1573
language-tags,0.00045188,0.00000000,0.00000000,0.00013709,0.00091701,0.00000000,0.00013912,0.00028490,0.20491324,0.10267578,1574
locust,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.20509794,0.10264557,1575
cmd2,0.00045188,0.00135563,0.00000000,0.00013581,0.00091701,0.00000000,0.00012512,0.00027930,0.20474138,0.10258554,1576
azureml-dataprep-rslex,0.00067781,0.00000000,0.00000000,0.00013344,0.00137552,0.00000000,0.00009940,0.00038364,0.20438713,0.10248868,1577
requirements-parser,0.00022594,0.00022594,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.20455111,0.10245216,1578
pyannote-pipeline,0.00045188,0.00451875,0.00000000,0.00012645,0.00091701,0.00000000,0.00002334,0.00023859,0.20446470,0.10241588,1579
wurlitzer,0.00045188,0.00000000,0.00000000,0.00012845,0.00091701,0.00000000,0.00004505,0.00024727,0.20444471,0.10241256,1580
flower,0.00022594,0.00497063,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.20455563,0.10236841,1581
asteroid-filterbanks,0.00045188,0.00067781,0.00000000,0.00012645,0.00091701,0.00000000,0.00002334,0.00023859,0.20436226,0.10236466,1582
grpcio-reflection,0.00022594,0.00067781,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.20442936,0.10236181,1583
torch-audiomentations,0.00045188,0.00135563,0.00000000,0.00012645,0.00091701,0.00000000,0.00002334,0.00023859,0.20432718,0.10234712,1584
paginate,0.00022594,0.00000000,0.00000000,0.00012783,0.00045851,0.00000000,0.00003832,0.00012996,0.20432051,0.10226022,1585
azure-mgmt-datafactory,0.00022594,0.00203344,0.00000000,0.00012489,0.00045851,0.00000000,0.00000639,0.00011718,0.20428331,0.10223180,1586
google-cloud-managedkafka,0.00022594,0.00406688,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.20404070,0.10210996,1587
slack-bolt,0.00022594,0.00022594,0.00000000,0.00012574,0.00045851,0.00000000,0.00001554,0.00012084,0.20399409,0.10209000,1588
azureml-dataprep-native,0.00067781,0.00000000,0.00000000,0.00013344,0.00137552,0.00000000,0.00009940,0.00038364,0.20353427,0.10206224,1589
pika,0.00022594,0.00000000,0.00000000,0.00012623,0.00045851,0.00000000,0.00002090,0.00012299,0.20381591,0.10200256,1590
autograd-gamma,0.00045188,0.00000000,0.00000000,0.00013571,0.00091701,0.00000000,0.00012411,0.00027890,0.20354045,0.10198476,1591
tracerite,0.00045188,0.00022594,0.00000000,0.00014267,0.00091701,0.00000000,0.00019978,0.00030917,0.20349113,0.10198338,1592
ratelimit,0.00022594,0.00000000,0.00000000,0.00012557,0.00045851,0.00000000,0.00001369,0.00012010,0.20363017,0.10190747,1593
webvtt-py,0.00045188,0.00000000,0.00000000,0.00012814,0.00091701,0.00000000,0.00004169,0.00024593,0.20338093,0.10187964,1594
py-ecc,0.00022594,0.00225938,0.00000000,0.00013319,0.00045851,0.00000000,0.00009663,0.00015328,0.20352266,0.10187924,1595
pycasbin,0.00045188,0.00067781,0.00000000,0.00014061,0.00091701,0.00000000,0.00017739,0.00030021,0.20304187,0.10175187,1596
pytest-repeat,0.00022594,0.00180750,0.00000000,0.00012582,0.00045851,0.00000000,0.00001642,0.00012120,0.20326955,0.10172800,1597
enrich,0.00045188,0.00090375,0.00000000,0.00013241,0.00091701,0.00000000,0.00008819,0.00026453,0.20302338,0.10171517,1598
nodejs-wheel-binaries,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.20248875,0.10168629,1599
sphinxcontrib-jquery,0.00022594,0.00497063,0.00000000,0.00012890,0.00045851,0.00000000,0.00004999,0.00013462,0.20296818,0.10158764,1600
docker-pycreds,0.00022594,0.00022594,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.20275313,0.10150896,1601
cairocffi,0.00022594,0.00045188,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.20275068,0.10150773,1602
oci,0.00022594,0.00248531,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.20278234,0.10149703,1603
papermill,0.00022594,0.00610032,0.00000000,0.00012656,0.00045851,0.00000000,0.00002446,0.00012441,0.20273543,0.10146342,1604
htmldate,0.00022594,0.00203344,0.00000000,0.00013135,0.00045851,0.00000000,0.00007664,0.00014528,0.20263439,0.10142895,1605
h3,0.00022594,0.00000000,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.20241802,0.10136793,1606
einx,0.00045188,0.00090375,0.00000000,0.00014997,0.00091701,0.00000000,0.00027920,0.00034093,0.20194038,0.10123245,1607
fastembed,0.00022594,0.00677813,0.00000000,0.00012598,0.00045851,0.00000000,0.00001825,0.00012193,0.20224917,0.10121837,1608
arviz-base,0.00067781,0.00180750,0.00000000,0.00014558,0.00137552,0.00000000,0.00023149,0.00043648,0.20164834,0.10115992,1609
mypy-boto3-lambda,0.00022594,0.00022594,0.00000000,0.00012555,0.00045851,0.00000000,0.00001353,0.00012004,0.20212248,0.10115357,1610
imageio-ffmpeg,0.00022594,0.00000000,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.20193221,0.10109850,1611
pylev,0.00045188,0.00000000,0.00000000,0.00016666,0.00091701,0.00000000,0.00046087,0.00041360,0.20148892,0.10106262,1612
iregexp-check,0.00067781,0.00000000,0.00000000,0.00021983,0.00137552,0.00000000,0.00103940,0.00075964,0.20079922,0.10098395,1613
backrefs,0.00022594,0.00000000,0.00000000,0.00012783,0.00045851,0.00000000,0.00003832,0.00012996,0.20171935,0.10095964,1614
xmlsec,0.00022594,0.00022594,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.20143768,0.10092493,1615
litestar-htmx,0.00045188,0.00000000,0.00000000,0.00013017,0.00091701,0.00000000,0.00006377,0.00025476,0.20143319,0.10091257,1616
atomicwrites-homeassistant,0.00067781,0.00000000,0.00000000,0.00012862,0.00137552,0.00000000,0.00004697,0.00036267,0.20123003,0.10089399,1617
snitun,0.00067781,0.00316313,0.00000000,0.00012862,0.00137552,0.00000000,0.00004697,0.00036267,0.20113475,0.10084635,1618
textual-speedups,0.00022594,0.00000000,0.00000000,0.00012546,0.00045851,0.00000000,0.00001250,0.00011962,0.20149869,0.10084137,1619
pprintpp,0.00022594,0.00000000,0.00000000,0.00013487,0.00045851,0.00000000,0.00011497,0.00016061,0.20130469,0.10077589,1620
django-storages,0.00022594,0.00090375,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.20100357,0.10066071,1621
linecache2,0.00045188,0.00000000,0.00000000,0.00027884,0.00091701,0.00000000,0.00168139,0.00090181,0.19967140,0.10052940,1622
sagemaker-serve,0.00045188,0.03163127,0.00000000,0.00012572,0.00091701,0.00000000,0.00001532,0.00023538,0.20067349,0.10051781,1623
ffmpeg-python,0.00022594,0.00022594,0.00000000,0.00012616,0.00045851,0.00000000,0.00002017,0.00012269,0.20077446,0.10048161,1624
django-modelcluster,0.00045188,0.00090375,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.20047405,0.10043547,1625
django-pgactivity,0.00045188,0.00090375,0.00000000,0.00016604,0.00091701,0.00000000,0.00045412,0.00041090,0.20023182,0.10043199,1626
draftjs-exporter,0.00045188,0.00000000,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.20045799,0.10042745,1627
wasmer,0.00045188,0.00000000,0.00000000,0.00020725,0.00091701,0.00000000,0.00090249,0.00059025,0.19972570,0.10031689,1628
pytest-unordered,0.00022594,0.00180750,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.20029144,0.10023632,1629
google-cloud-trace,0.00022594,0.00406688,0.00000000,0.00012853,0.00045851,0.00000000,0.00004599,0.00013302,0.20021436,0.10020950,1630
mypy-boto3-cloudformation,0.00022594,0.00022594,0.00000000,0.00012555,0.00045851,0.00000000,0.00001353,0.00012004,0.20020319,0.10019393,1631
willow,0.00045188,0.00045188,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.19991668,0.10015679,1632
zarr,0.00022594,0.00158156,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.20008454,0.10013886,1633
wasmer-compiler-cranelift,0.00045188,0.00000000,0.00000000,0.00020725,0.00091701,0.00000000,0.00090249,0.00059025,0.19908340,0.09999574,1634
pycron,0.00045188,0.00000000,0.00000000,0.00013460,0.00091701,0.00000000,0.00011196,0.00027404,0.19956757,0.09999458,1635
unearth,0.00022594,0.00203344,0.00000000,0.00012709,0.00045851,0.00000000,0.00003025,0.00012673,0.19975045,0.09997271,1636
nose,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.19939309,0.09996159,1637
aliyun-python-sdk-kms,0.00022594,0.00022594,0.00000000,0.00013543,0.00045851,0.00000000,0.00012107,0.00016306,0.19966770,0.09995928,1638
sqlite-anyio,0.00067781,0.00090375,0.00000000,0.00016144,0.00137552,0.00000000,0.00040406,0.00050550,0.19896447,0.09987109,1639
teradatasql,0.00022594,0.00022594,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.19936750,0.09984267,1640
dep-logic,0.00022594,0.00022594,0.00000000,0.00012709,0.00045851,0.00000000,0.00003025,0.00012673,0.19947167,0.09983332,1641
thefuzz,0.00022594,0.00022594,0.00000000,0.00012519,0.00045851,0.00000000,0.00000958,0.00011846,0.19942588,0.09980406,1642
telepath,0.00045188,0.00000000,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.19908938,0.09974314,1643
uvicorn-worker,0.00022594,0.00135563,0.00000000,0.00012911,0.00045851,0.00000000,0.00005226,0.00013553,0.19922860,0.09971855,1644
django-permissionedforms,0.00045188,0.00090375,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.19898470,0.09969080,1645
pyinstaller-hooks-contrib,0.00022594,0.00090375,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.19908385,0.09968905,1646
blake3,0.00022594,0.00022594,0.00000000,0.00012496,0.00045851,0.00000000,0.00000714,0.00011748,0.19918560,0.09968317,1647
eigenpy,0.00045188,0.00090375,0.00000000,0.00014252,0.00091701,0.00000000,0.00019813,0.00030850,0.19871964,0.09959713,1648
uuid7,0.00022594,0.00000000,0.00000000,0.00013391,0.00045851,0.00000000,0.00010451,0.00015643,0.19881549,0.09952808,1649
langdetect,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.19843981,0.09948495,1650
dirhash,0.00022594,0.00067781,0.00000000,0.00012534,0.00045851,0.00000000,0.00001127,0.00011913,0.19874012,0.09946170,1651
faster-whisper,0.00022594,0.00655219,0.00000008,0.00012529,0.00045851,0.01331484,0.00001074,0.00477912,0.19156934,0.09946092,1652
azure-monitor-query,0.00022594,0.00180750,0.00000000,0.00012503,0.00045851,0.00000000,0.00000782,0.00011775,0.19868188,0.09943152,1653
pyxlsb,0.00022594,0.00000000,0.00000000,0.00012499,0.00045851,0.00000000,0.00000747,0.00011761,0.19859682,0.09938888,1654
laces,0.00045188,0.00090375,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.19835675,0.09937682,1655
autopage,0.00045188,0.00000000,0.00000000,0.00013581,0.00091701,0.00000000,0.00012512,0.00027930,0.19813629,0.09928299,1656
textfsm,0.00045188,0.00000000,0.00000000,0.00024083,0.00091701,0.00000000,0.00126782,0.00073638,0.19739454,0.09926372,1657
cmdstanpy,0.00022594,0.00135563,0.00000000,0.00013018,0.00045851,0.00000000,0.00006387,0.00014017,0.19828539,0.09925052,1658
magika,0.00022594,0.00225938,0.00000000,0.00012890,0.00045851,0.00000000,0.00004999,0.00013462,0.19818557,0.09919634,1659
inquirerpy,0.00022594,0.00067781,0.00000000,0.00012551,0.00045851,0.00000000,0.00001306,0.00011985,0.19819020,0.09918729,1660
bazel-runfiles,0.00022594,0.00000000,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.19792434,0.09916826,1661
metricflow,0.00045188,0.00474469,0.00000000,0.00012777,0.00091701,0.00000000,0.00003769,0.00024433,0.19792854,0.09915222,1662
behave,0.00022594,0.00180750,0.00000015,0.00012607,0.00045851,0.02496533,0.00001916,0.00886015,0.18447120,0.09905111,1663
unitycatalog-openai,0.00045188,0.00768188,0.00000000,0.00012579,0.00091701,0.00000000,0.00001610,0.00023569,0.19761052,0.09898656,1664
webrtc-models,0.00067781,0.00067781,0.00000000,0.00012862,0.00137552,0.00000000,0.00004697,0.00036267,0.19736859,0.09896327,1665
pymatgen-core,0.00067781,0.00000000,0.00000000,0.00013184,0.00137552,0.00000000,0.00008193,0.00037665,0.19717619,0.09887783,1666
bashlex,0.00022594,0.00000000,0.00000000,0.00012837,0.00045851,0.00000000,0.00004422,0.00013231,0.19754309,0.09887332,1667
stix2-patterns,0.00045188,0.00022594,0.00000000,0.00013815,0.00091701,0.00000000,0.00015062,0.00028950,0.19728031,0.09886285,1668
autopep8,0.00022594,0.00045188,0.00000000,0.00012598,0.00045851,0.00000000,0.00001825,0.00012193,0.19746109,0.09882433,1669
mitmproxy-linux,0.00045188,0.00000000,0.00000000,0.00023431,0.00091701,0.00000000,0.00119693,0.00070802,0.19650174,0.09879551,1670
geomet,0.00022594,0.00022594,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.19681593,0.09858457,1671
python-crontab,0.00022594,0.00000000,0.00000000,0.00012871,0.00045851,0.00000000,0.00004790,0.00013379,0.19685591,0.09853087,1672
icdiff,0.00022594,0.00000000,0.00000000,0.00013487,0.00045851,0.00000000,0.00011497,0.00016061,0.19680502,0.09852606,1673
mypy-boto3-secretsmanager,0.00022594,0.00022594,0.00000000,0.00012555,0.00045851,0.00000000,0.00001353,0.00012004,0.19685774,0.09852120,1674
expiringdict,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.19666902,0.09848164,1675
aistudio-sdk,0.00045188,0.00338906,0.00000000,0.00012831,0.00091701,0.00000000,0.00004351,0.00024665,0.19644847,0.09841397,1676
mammoth,0.00022594,0.00022594,0.00000000,0.00012593,0.00045851,0.00000000,0.00001769,0.00012170,0.19658744,0.09838734,1677
courlan,0.00022594,0.00067781,0.00000000,0.00013135,0.00045851,0.00000000,0.00007664,0.00014528,0.19652216,0.09837284,1678
pyqt6-webengine,0.00045188,0.00045188,0.00000000,0.00013062,0.00091701,0.00000000,0.00006864,0.00025671,0.19631319,0.09835406,1679
speechrecognition,0.00022594,0.00022594,0.00000000,0.00012593,0.00045851,0.00000000,0.00001769,0.00012170,0.19644621,0.09831672,1680
